zip,type,price,bed,bath,longi,lotsize,address,lati,sqft,hlfbath
33169,Single family home,210000,3,2,-80.213342,"8,704",721 NW 171st,25.931552," 1,362",
33178,Condo/townhome/row home/co-op,205000,2,2,-80.384564,,7220 NW 114th Ave Unit 30416,25.839115, 870,
33178,Single family,2100,3,2,-80.382574,,7220 NW 114th Ave Apt 203,25.839657,,
33178,Condo/townhome/row home/co-op,265000,3,2,-80.382574,,7220 NW 114th Ave Apt 203,25.839657," 1,109",
33143,Single family home,845000,3,2,-80.280153,"6,250",7220 SW 53rd Ct,25.704109," 2,199",
33156,Single family home,550000,4,3,-80.310776,0.35,7225 SW 125th St,25.655084,,
33155,Single family home,375000,6,3,-80.312253,"8,000",7225 SW 21st St,25.751605," 2,031",
33143,Single family,11000,5,5,-80.260408,,7225 Vistalmar St,25.702458," 4,857",
33143,Single family home,2685000,5,5,-80.260408,0.51,7225 Vistalmar St,25.702458," 4,857",
33143,Single family home,2199000,5,4,-80.282913,"9,375",7228 SW 54th Ct,25.703954," 3,571",1
33134,Single family home,2350000,3,3,-80.269121,"9,375",722 Almeria Ave,25.746022," 3,650",1
33136,Single family home,520000,6,4,-80.207395,"6,050",722 NW 10th St,25.783246," 2,484",
33109,Condo/townhome/row home/co-op,7950000,3,4,-80.134708,,7232 Fisher Island Dr,25.762287," 4,590",1
33156,Single family home,649000,3,2,-80.311129,0.35,7235 SW 125th St,25.655075," 1,433",
33143,Single family home,545000,5,5,-80.296114,0.32,7240 SW 63rd Ct,25.703226,,
33178,Condo/townhome/row home/co-op,465000,4,3,-80.382039,,7246 NW 113th Pl,25.83904," 2,312",1
33178,Condo,3100,4,3,-80.382039,,7246 NW 113th Pl,25.83904," 2,312",1
33154,Single family home,1385000,3,3,-80.12638,0.29,724 90th St,25.875792," 2,846",
33179,Single family home,450000,4,2,-80.187348,"4,972",724 NE 191st St,25.950076," 2,524",1
33155,Single family home,270000,3,2,-80.312576,"5,000",7250 SW 38th St,25.735063," 1,177",
33143,Single family home,2685000,5,4,-80.259662,0.5,7251 Monaco St,25.701436," 3,726",
33193,Condo/townhome/row home/co-op,209900,2,2,-80.433454,,7254 SW 148th Ct,25.698456," 1,027",
33143,Single family home,1900000,6,5,-80.325379,0.91,7255 SW 82nd Ave,25.701813," 4,682",1
33162,Single family home,299000,3,2,-80.186081,"7,500",725 NE 178th St,25.938783," 1,354",
33137,Condo/townhome/row home/co-op,372500,1,1,-80.185558,,725 NE 22nd St Apt 14E,25.798557, 850,
33137,Condo/townhome/row home/co-op,594900,3,2,-80.185558,,725 NE 22nd St Apt 16F,25.798557," 1,400",
33138,Single family home,2250000,5,4,-80.181713,0.39,725 NE 77th St,25.84636," 4,196",
33169,Single family home,279000,4,3,-80.213331,0.24,725 NW 167th Ter,25.929041," 1,857",
33140,Single family home,1625000,4,3,-80.129634,"6,450",725 W 49th St,25.825733," 2,316",1
33156,Condo,2100,2,2,-80.312638,,7265 SW 89th St Apt A215,25.688152," 1,162",
33156,Condo/townhome/row home/co-op,299000,2,2,-80.312638,,7265 SW 89th St Apt A215,25.688152," 1,162",
33156,Condo/townhome/row home/co-op,244900,1,1,-80.312638,,7266 SW 88th St Apt A507,25.688152, 825,
33178,Single family home,499000,3,3,-80.380255,"2,937",7269 NW 113th Ct,25.8392," 2,312",
33156,Condo/townhome/row home/co-op,445000,2,2,-80.313183,,7270 N Kendall Dr Unit B518,25.688135," 1,565",
33156,Condo/townhome/row home/co-op,325000,2,2,-80.313183,,7270 N Kendall Dr Apt B207,25.688135," 1,338",
33156,Single family home,1049900,4,3,-80.31173,0.35,7270 SW 113th St,25.66565," 2,949",
33156,Condo/townhome/row home/co-op,365000,2,2,-80.313183,,7275 SW 89 St Unit B511,25.688135," 1,321",
33156,Condo/townhome/row home/co-op,239500,1,1,-80.313183,,7275 SW 89th St Unit B615,25.688135, 844,
33138,Single family home,732000,2,2,-80.179891,"7,629",7280 NE 8th Ave,25.842073,,
33156,Condo/townhome/row home/co-op,315000,2,2,-80.313145,,7280 SW 89th St Unit D407,25.687274," 1,119",
33156,Condo/townhome/row home/co-op,285000,2,2,-80.312583,,7280 SW 90th St Apt 406,25.686651," 1,094",
33156,Single family home,675000,3,3,-80.311404,0.34,7281 SW 136th St,25.644746," 2,488",
33155,Single family home,435000,4,2,-80.313463,"8,800",7285 SW 16th Ter,25.755033," 1,472",
33156,Condo/townhome/row home/co-op,340000,2,2,-80.313145,,7285 SW 90th St Unit D410,25.687274," 1,323",
33141,Condo/townhome/row home/co-op,159595,1,1,-80.123708,,7300 Byron Ave Apt 1,25.858565, 769,
33156,Single family home,1099000,5,3,-80.31263,0.37,7300 SW 108th Ter,25.669777," 3,070",1
33156,Single family home,747500,4,3,-80.311814,0.34,7300 SW 135th Ter,25.645044," 2,436",
33156,Single family,4250,4,3,-80.311814,,7300 SW 135th Ter,25.645044," 2,436",
33141,Condo/townhome/row home/co-op,214900,2,2,-80.127007,,7300 Wayne Ave Apt 217,25.858313," 1,069",
33141,Condo/townhome/row home/co-op,165000,1,1,-80.127007,,7300 Wayne Ave Apt 516,25.858313, 784,1
33155,Single family home,379000,4,3,-80.313223,0.23,7301 SW 37th St,25.7362," 1,507",
33183,Single family home,295000,4,2,-80.411975,"7,500",7302 SW 134th Pl,25.698917," 1,275",
33143,Condo/townhome/row home/co-op,110000,1,1,-80.312149,,7304 SW 82nd St Unit 210,25.692879, 635,
33141,Condo/townhome/row home/co-op,690000,3,2,-80.127866,,7306 Gary Ave,25.857871," 1,632",1
33161,Single family home,310000,3,2,-80.184087,,730 NE 139th St,25.902919," 1,624",
33138,Single family home,420000,3,2,-80.181884,"6,780",730 NE 82nd St,25.850002," 1,348",
33182,Single family home,385000,3,2,-80.410477,"5,631",730 NW 132nd Pl,25.774781," 1,786",
33150,Single family,63000,2,1,-80.209763,"4,500",730 NW 78th St,25.846079, 973,
33139,Condo/townhome/row home/co-op,239000,1,1,-80.134227,,730 Pennsylvania Ave Apt 206,25.777814, 717,
33139,Condo/townhome/row home/co-op,239000,1,1,-80.134227,,730 Pennsylvania Ave Apt 409,25.777814, 705,
33138,Single family home,8695000,7,6,-80.197731,0.28,7311 Belle Meade Island Dr,25.774811," 7,171",1
33178,Single family home,645000,5,3,-80.371832,"7,686",7317 NW 107th Pl,25.839925," 3,052",
33143,Single family home,2895000,6,6,-80.281023,0.29,7318 SW 53rd Pl,25.703438," 5,737",1
33157,Single family home,650000,4,2,-80.311132,0.39,7321 SW 167th St,25.616172," 2,471",
33155,Single family home,337000,3,1,-80.314331,"7,500",7324 SW 16th St,25.755275," 1,239",
33141,Condo/townhome/row home/co-op,118000,1,1,-80.123024,,7325 Byron Ave Apt 1,25.858953, 605,
33141,Condo/townhome/row home/co-op,1280000,2,2,-80.12014,,7330 Ocean Te Unit TS-C,25.859127," 1,410",1
33141,Condo/townhome/row home/co-op,1100000,2,2,-80.12014,,7330 Ocean Ter Unit 23A,25.859127," 1,680",
33141,Condo/townhome/row home/co-op,1290000,2,2,-80.12014,,7330 Ocean Ter # B,25.859127," 1,680",
33143,Condo/townhome/row home/co-op,145000,2,2,-80.314057,,7330 SW 82nd St Apt B217,25.693289, 750,
33156,Single family home,545000,3,2,-80.313568,0.23,7330 SW 96th St,25.681202," 1,386",
33155,Single family home,409000,2,2,-80.313915,"6,000",7335 S Waterway Dr,25.742544," 1,353",
33149,Condo/townhome/row home/co-op,1899500,3,3,-80.162421,,733 Crandon Blvd Ph 6,25.687293," 2,470",
33161,Single family home,349000,3,2,-80.182939,"7,500",733 NE 118th St,25.883867," 2,126",
33178,Condo/townhome/row home/co-op,249900,3,2,-80.383063,,7340 NW 114th Ave Apt 102,25.839995," 1,109",
33156,Condo/townhome/row home/co-op,275000,1,1,-80.314614,,7350 SW 89th St Unit 1108S,25.687935, 828,
33156,Condo/townhome/row home/co-op,285000,1,1,-80.314614,,7350 SW 89th St Unit 1503S,25.687935, 828,
33156,Condo/townhome/row home/co-op,367500,2,2,-80.314614,,7350 SW 89th St Unit 1511S,25.687935," 1,155",
33156,Condo/townhome/row home/co-op,280000,1,1,-80.314614,,7350 SW 89th St Unit 1608S,25.687935, 828,
33156,Condo/townhome/row home/co-op,420000,2,2,-80.314614,"1,300",7350 SW 89 St Unit 2206S,25.687935," 1,286",
33156,Condo,2500,2,2,-80.314614,,7350 SW 89th St Apt 2206,25.687935," 1,286",
33156,Condo/townhome/row home/co-op,255000,1,1,-80.314614,,7350 SW 89th St Unit 405S,25.687935, 759,
33156,Condo/townhome/row home/co-op,378000,2,2,-80.314614,,7350 SW 89th St Apt 414S,25.687935," 1,260",
33156,Condo/townhome/row home/co-op,497500,2,2,-80.314614,,7350 SW 89th St Apt 721S,25.687935," 1,657",
33156,Condo/townhome/row home/co-op,340000,2,2,-80.314614,,7355 SW 89th St Apt 408N,25.687935," 1,284",
33156,Condo/townhome/row home/co-op,315000,2,2,-80.314614,,7355 SW 89th St Apt 525N,25.687935," 1,183",
33156,Single family,4450,3,2,-80.313402,,7360 SW 116th St,25.663025," 1,988",
33156,,716831,3,2,-80.313402,0.34,7360 SW 116th St,25.663025,"1,988",
33157,Single family home,675000,4,3,-80.311568,0.39,7360 SW 165th St,25.61748," 3,031",1
33143,Condo/townhome/row home/co-op,114900,1,1,-80.314057,,7360 SW 82nd St Apt E201,25.693289, 635,
33139,Condo/townhome/row home/co-op,229000,1,1,-80.136023,,736 13th St Apt 202,25.78387, 550,
33143,Condo/townhome/row home/co-op,125000,2,1,-80.314057,,7364 SW 82nd St Apt E110,25.693289, 730,
33193,Condo/townhome/row home/co-op,190000,3,3,-80.439044,,7366 SW 152nd Ave Unit 103,25.697468," 1,050",
33150,Single family home,275000,3,2,-80.210662,"7,500",736 NW 102nd St,25.867949,,
33178,Single family home,450000,3,2,-80.377692,"2,720",7370 NW 111th Ct,25.840276," 2,104",
33193,Condo/townhome/row home/co-op,265000,3,2,-80.455912,,7378 SW 162nd Pl,25.697096," 1,644",1
33139,Condo/townhome/row home/co-op,329000,3,2,-80.136968,,737 Jefferson Ave Apt 201,25.777714, 750,
33179,Condo/townhome/row home/co-op,309000,3,2,-80.186894,,737 NE 195th St,25.955885," 2,106",1
33125,Multi-family home,350000,6,4,-80.231715,,737 NW 22nd Ct,25.780365," 2,904",
33155,Single family home,1175000,4,4,-80.31421,0.79,7381 SW 56th St,25.718345," 4,200",1
33156,Single family home,749999,4,3,-80.314841,0.78,7400 SW 116th St,25.662754," 2,030",
33157,Single family home,549000,4,3,-80.312371,0.38,7400 SW 174th St,25.609305," 2,432",
33141,Single family home,699000,3,3,-80.158574,,7401 Center Bay Dr,25.844387,,
33183,Single family home,390000,3,2,-80.408322,"9,000",7401 SW 133rd Ave,25.698167," 1,397",
33143,Single family home,1995000,5,3,-80.283227,0.29,7401 SW 55th Ave,25.702395,,1
33156,Single family home,3249922,5,6,-80.315167,1.11,7402 SW 102nd St,25.675346," 6,000",1
33143,Condo/townhome/row home/co-op,175000,1,1,-80.313827,,7403 SW 82nd St Unit 311N,25.694604, 654,
33193,Condo/townhome/row home/co-op,205000,3,2,-80.437095,,7409 SW 152nd Ave Unit 5-104,25.696987, 994,
33139,Condo/townhome/row home/co-op,265000,1,1,-80.136486,,740 Meridian Ave Unit 26,25.777876," 6,865",
33139,Single family,1495,1,1,-80.136486,,740 Meridian Ave Unit 26,25.777876,,
33139,Condo/townhome/row home/co-op,260000,1,1,-80.136486,,740 Meridian Ave Apt 17,25.777876," 6,865",
33179,Condo/townhome/row home/co-op,75000,2,2,-80.186031,,740 NE 199th St Unit 102G,25.957986," 1,125",
33168,Single family home,159900,2,1,-80.211271,"7,000",740 NW 113th St,25.877991, 762,
33141,Single family home,915000,5,3,-80.157488,"8,000",7410 Beachview Dr,25.844676," 3,112",1
33193,Condo/townhome/row home/co-op,118900,1,1,-80.437095,,7415 SW 152nd Ave Unit 7-108,25.696987, 583,
33157,Single family home,475000,4,3,-80.313204,0.24,7418 SW 189th Ter,25.59062," 2,723",1
33137,Single family home,9595000,7,8,-80.180472,0.43,741 Buttonwood Ln,25.821037," 7,200",2
33143,Single family home,1175000,4,3,-80.268156,0.23,741 Calatrava Ave,25.696991," 2,497",
33127,Single family home,209900,2,2,-80.208954,"6,480",741 NW 53rd St,25.824314, 986,
33156,Single family home,969000,5,4,-80.314751,0.4,7420 SW 125th St,25.654372," 3,340",1
33193,Condo/townhome/row home/co-op,160000,2,2,-80.441456,,7420 SW 153rd Ct Unit 202-5,25.696334, 760,
33143,Condo/townhome/row home/co-op,1020000,3,2,-80.285064,,7420 SW 56th Ct,25.702232," 2,634",1
33156,Single family home,825000,3,3,-80.315473,0.34,7420 SW 99th St,25.678144," 1,991",
33157,Single family home,990000,5,4,-80.313575,0.41,7425 SW 157th Ter,25.624839," 4,052",1
33157,Single family home,649000,4,2,-80.313326,0.43,7425 SW 163rd St,25.619683," 2,832",
33193,Condo/townhome/row home/co-op,195000,3,2,-80.437095,,7429 SW 152nd Ave Unit 13-105,25.696987, 994,
33183,Single family home,280800,4,2,-80.404023,"8,000",7431 SW 130th Ave,25.697659," 1,946",
33141,Condo/townhome/row home/co-op,166000,1,1,-80.122559,,7434 Harding Ave Apt 7,25.860227, 590,
33141,Condo/townhome/row home/co-op,170000,1,1,-80.121867,,7435 Harding Ave Apt 101,25.860325, 563,
33150,Single family home,200000,3,1,-80.210325,"5,250",743 NW 77th St,25.845013," 1,693",
33143,Single family home,990000,3,2,-80.268276,"6,850",743 Tibidabo Ave,25.701164," 1,764",
33141,Condo/townhome/row home/co-op,250000,2,2,-80.12639,,7441 Wayne Ave Apt 11H,25.858497," 1,181",
33141,Condo/townhome/row home/co-op,210000,2,2,-80.12639,,7441 Wayne Ave Apt 11I,25.858497," 1,020",
33141,Condo/townhome/row home/co-op,242000,2,2,-80.12639,,7441 Wayne Ave Apt 12D,25.858497," 1,207",
33141,Condo/townhome/row home/co-op,180000,2,2,-80.12639,,7441 Wayne Ave Apt 15H,25.858497," 1,181",
33141,Condo/townhome/row home/co-op,212000,2,2,-80.12639,,7441 NE Wayne Ave Unit 2L,25.858497," 1,045",
33141,Condo/townhome/row home/co-op,170000,1,1,-80.12639,,7441 Wayne Ave Apt 2N,25.858497, 750,
33141,Condo/townhome/row home/co-op,249999,2,2,-80.12639,,7441 Wayne Ave Apt 3P,25.858497," 1,045",
33141,Condo/townhome/row home/co-op,234000,2,2,-80.12639,,7441 Wayne Ave Apt 8D,25.858497," 1,207",
33141,Condo/townhome/row home/co-op,210000,2,2,-80.12639,,7441 Wayne Ave Apt 9Q,25.858497," 1,045",
33178,Single family home,450000,3,3,-80.384244,"2,185",7446 NW 114th Path,25.841192," 2,001",
33140,Single family home,4100000,4,3,-80.130075,0.32,744 Lakeview Dr,25.824206," 2,914",1
33157,,773290,4,4,-80.314043,0.35,7455 SW 170th Ter,25.612893,"4,021",
33157,Single family home,790000,4,3,-80.314043,0.35,7455 SW 170th Ter,25.612893," 4,021",1
33157,,751110,4,3,-80.312951,0.34,7455 SW 173rd St,25.611192,"3,326",
33138,Single family home,2810000,4,4,-80.181481,0.4,745 NE 77th St,25.846393," 3,790",
33156,Single family home,1397000,5,4,-80.316109,0.36,7460 SW 106th St,25.671288,,
33183,Single family home,645000,4,3,-80.387274,0.36,7460 SW 119th Ct,25.698169," 3,087",
33149,Condo/townhome/row home/co-op,1785000,3,3,-80.161362,,747 Crandon Blvd Apt 409,25.686913," 2,470",
33138,Single family home,535000,2,2,-80.181323,"7,500",747 NE 72nd St,25.841261," 1,658",
33173,Condo/townhome/row home/co-op,280000,2,2,-80.369852,,7483 SW 109th Ave,25.698845," 1,177",1
33193,Single family home,348500,3,2,-80.451744,"6,300",7492 SW 159th Pl,25.696318," 2,233",
33143,Single family home,1195000,4,3,-80.315484,0.71,7495 Sunset Dr,25.703538," 2,736",
33149,Condo/townhome/row home/co-op,2250000,3,3,-80.161362,,749 Crandon Blvd Apt 311,25.686913," 2,470",
33161,Single family home,549900,3,2,-80.196399,"9,225",74 NE 111th St,25.876711," 1,897",1
33141,Condo/townhome/row home/co-op,242000,2,2,-80.145633,,7501 E Treasure Dr Apt 1J,25.84508," 1,130",
33141,Condo/townhome/row home/co-op,188500,1,1,-80.145633,,7501 E Treasure Dr Apt 2S,25.84508, 825,
33141,Condo/townhome/row home/co-op,239000,2,2,-80.145633,,7501 E Treasure Dr Apt 2T,25.84508," 1,065",
33141,Condo/townhome/row home/co-op,215000,1,1,-80.145633,,7501 E Treasure Dr Apt 3D,25.84508, 885,
33141,Condo,1725,1,1,-80.145633,,7501 E Treasure Dr Apt 3D,25.84508, 885,
33141,Condo/townhome/row home/co-op,264900,2,2,-80.145633,,7501 E Treasure Dr Apt 6P,25.84508," 1,145",
33141,Condo/townhome/row home/co-op,189900,1,1,-80.145633,,7501 E Treasure Dr Apt 7A,25.84508, 825,
33178,Condo/townhome/row home/co-op,399000,3,3,-80.371528,,7502 NW 107th Pl,25.841755," 2,008",
33143,Condo/townhome/row home/co-op,200000,2,2,-80.316204,,7505 SW 82nd St Apt 308,25.694482, 942,
33141,Single family home,797000,5,3,-80.15456,,7505 W Treasure Dr,25.844824," 3,771",
33147,Single family home,135500,2,1,-80.22323,"3,750",7507 NW 15th Ave,25.843185, 743,
33139,Condo/townhome/row home/co-op,169900,2,1,-80.132581,,750 Collins Ave Apt 200,25.777937, 582,
33139,Condo/townhome/row home/co-op,299000,2,1,-80.132581,,750 Collins Ave Apt 207,25.777937, 609,
33139,Condo/townhome/row home/co-op,155000,0,1,-80.135364,,750 Euclid Ave Apt 7,25.778048, 440,
33139,Condo/townhome/row home/co-op,199000,1,1,-80.138747,,750 Michigan Ave Apt 205,25.777954, 685,1
33138,Condo/townhome/row home/co-op,239500,1,1,-80.181165,,750 NE 64th St Apt B405,25.834445, 741,
33138,,221767,1,1,-80.181165,,750 NE 64th St Apt B405,25.834445,741,
33172,Condo/townhome/row home/co-op,229000,2,2,-80.368603,,750 NW 106th Ave Unit 6B5-1,25.776713," 1,213",
33126,Condo,137900,2,1,-80.266618,,750 NW 43rd Ave Apt 510,25.779787, 685,
33146,Single family home,839000,2,2,-80.270502,"9,746",750 Paradiso Ave,25.724159," 2,003",1
33193,Condo/townhome/row home/co-op,155000,2,2,-80.438978,,7510 SW 152nd Ave Apt C103,25.695958, 890,
33147,Single family home,140000,2,1,-80.220918,"5,222",7511 NW 14th Ave,25.843227, 632,
33157,Single family home,565000,5,4,-80.313952,"9,141",7516 SW 191st St,25.589218," 3,945",
33143,Condo/townhome/row home/co-op,649900,3,2,-80.291084,,7520 SW 59th Pl Unit C,25.701053," 1,586",1
33178,Condo/townhome/row home/co-op,520000,4,4,-80.382139,,7522 NW 113th Path,25.841719," 2,211",
33141,Single family home,949900,4,4,-80.149903,"7,140",7524 Mutiny Ave,25.845798," 2,492",
33141,Single family home,1599000,3,2,-80.155132,"8,400",7524 W Treasure Dr,25.845666," 2,110",
33157,Single family home,574900,5,4,-80.313943,"8,866",7525 SW 188th Ln,25.592388," 4,086",1
33141,Single family home,550000,2,2,-80.150263,"7,140",7529 Hispanola Ave,25.845949," 1,877",
33150,Single family home,135000,2,1,-80.21032,"7,250",752 NW 81st St,25.848593, 915,
33141,Single family home,579000,4,2,-80.153363,"7,140",7532 Bounty Ave,25.846011," 2,221",
33157,Single family home,489990,5,4,-80.313873,0.24,7533 SW 190th St,25.590663," 3,945",
33150,Multi-family home,250000,4,2,-80.203817,,7534 NW 4th Ave,25.844135," 1,740",
33150,Multi-family home,254900,4,2,-80.203311,,7535 NW 4th Ave,25.844087," 1,624",
33138,Multi-family home,299900,4,4,-80.19043,,7540 NE 3rd Ct,25.844625," 1,611",
33141,Condo/townhome/row home/co-op,185000,1,1,-80.145644,,7545 E Treasure Dr Apt 5D,25.846544, 741,
33141,Condo/townhome/row home/co-op,130000,1,1,-80.145644,,7545 E Treasure Dr Apt 9I,25.846544, 432,
33147,Single family home,160000,3,2,-80.220938,"5,222",7545 NW 14th Ave,25.843722," 1,339",
33141,Single family home,589000,3,2,-80.153729,"7,140",7549 Adventure Ave,25.84666," 2,078",
33138,Single family home,695000,3,2,-80.180935,"5,720",754 NE 81st St,25.849282," 1,979",
33156,Condo/townhome/row home/co-op,699000,3,2,-80.317897,,7550 SW 102nd St Unit 405,25.675274," 1,738",1
33143,Condo/townhome/row home/co-op,123000,1,1,-80.314057,,7550 SW 82nd St Apt F102,25.693289, 700,
33178,Single family home,1049000,5,5,-80.354689,"5,834",7551 NW 97th Ct,25.84195," 3,113",
33169,,234911,3,2,-80.21433,"8,056",755 NW 176th Ter,25.936528,"1,319",
33143,,131036,2,2,-80.314057,,7560 SW 82nd St Apt G112,25.693289,750,
33155,Single family home,429900,3,2,-80.317809,"7,500",7561 SW 37th St,25.736075," 2,523",1
33178,Single family home,449900,4,2,-80.381725,"2,296",7569 NW 113th Path,25.842039," 2,211",1
33158,Single family home,724900,4,2,-80.315871,0.37,7570 SW 148th Ter,25.632647," 2,492",1
33155,Single family home,351000,5,4,-80.318455,"6,500",7570 SW 27th St,25.745039," 1,520",
33156,Single family home,1799000,5,4,-80.317316,0.92,7575 SW 115th St,25.66412," 5,219",
33141,Single family home,3200000,5,4,-80.128698,"7,950",7580 Bayside Ln,25.860821,,1
33156,Condo/townhome/row home/co-op,650000,3,2,-80.317897,,7580 SW 102nd St Unit 103,25.675274," 1,842",1
33157,Single family home,574000,5,4,-80.314635,"7,346",7581 SW 191st St,25.589821," 4,097",
33147,Single family home,225000,4,2,-80.220971,"9,872",7585 NW 14th Ave,25.844135," 1,342",
33138,Condo/townhome/row home/co-op,314900,2,2,-80.182141,,758 NE 90th St Unit 505,25.857006," 1,282",
33150,Single family home,61800,3,2,-80.210303,"5,500",758 NW 77th St,25.844567," 1,379",
33139,Condo/townhome/row home/co-op,214500,1,1,-80.135942,,759 Meridian Ave Apt 2,25.778172, 510,
33139,Condo/townhome/row home/co-op,214500,1,1,-80.135942,,759 Meridian Ave Apt 3,25.778172, 510,
33161,Single family home,300000,3,2,-80.198116,0.24,75 NE 150th St,25.912941," 1,568",
33139,Condo/townhome/row home/co-op,199000,0,1,-80.134905,,75 Washington Ave Apt 16,25.769443, 380,
33141,Single family home,699500,3,3,-80.159135,"8,000",7600 Center Bay Dr,25.846161," 2,400",
33158,Single family home,799999,5,3,-80.316169,0.34,7600 SW 150th Ter,25.630573," 3,242",
33157,Single family home,579000,4,2,-80.315788,0.34,7600 SW 165th Ter,25.616825," 2,558",
33143,Single family home,1599000,5,5,-80.317354,0.6,7600 SW 62nd St,25.711865," 5,265",
33141,Condo/townhome/row home/co-op,269000,2,2,-80.145711,,7601 E Treasure Dr Apt 1206,25.847659," 1,030",
33141,Condo/townhome/row home/co-op,255000,2,2,-80.145711,,7601 E Treasure Dr Apt 1512,25.847659," 1,030",
33141,Condo/townhome/row home/co-op,281500,2,2,-80.145711,,7601 E Treasure Dr Apt 1806,25.847659," 1,030",
33141,Condo/townhome/row home/co-op,299000,2,2,-80.145711,,7601 E Treasure Dr Apt 1817,25.847659," 1,030",
33141,Condo/townhome/row home/co-op,399000,2,2,-80.145711,,7601 E Treasure Dr Apt 2301,25.847659," 1,030",
33141,Condo/townhome/row home/co-op,318900,2,2,-80.145711,,7601 E Treasure Dr Apt 416,25.847659," 1,030",
33141,Condo/townhome/row home/co-op,330000,2,2,-80.145711,,7601 E Treasure Dr Apt 509,25.847659," 1,030",
33141,Condo/townhome/row home/co-op,319900,2,2,-80.145711,,7601 E Treasure Dr Apt 821,25.847659," 1,030",
33141,Condo,2190,2,2,-80.145711,,7601 E Treasure Dr Apt 821,25.847659," 1,030",
33141,Condo/townhome/row home/co-op,235000,2,2,-80.145711,,7601 E Treasure Dr Apt 906,25.847659," 1,030",
33141,Condo/townhome/row home/co-op,320000,2,2,-80.145711,,7601 E Treasure Dr Unit 1701,25.847659," 1,030",
33141,Condo/townhome/row home/co-op,369000,2,2,-80.145711,,7601 E Treasure Dr Ph 205,25.847659," 1,061",
33183,Single family home,389000,4,2,-80.409052,"7,507",7601 SW 133rd Ct,25.69717,,
33158,Single family home,849000,5,3,-80.316761,0.34,7601 SW 144th Ter,25.636339," 3,160",
33173,Condo/townhome/row home/co-op,305000,3,2,-80.360938,,7610 SW 103rd Pl,25.696723," 1,716",
33143,Single family home,5399000,6,6,-80.271495,,7610 SW 48th Ct,25.701062," 8,565",1
33143,Condo/townhome/row home/co-op,129900,2,1,-80.314057,,7620 SW 82nd St Apt J106,25.693289, 730,
33138,Single family home,1195000,3,2,-80.179513,0.24,7621 NE 8th Ave,25.84538," 1,684",
33126,Single family home,324000,2,1,-80.319094,"6,250",7639 NW 3rd St,25.773588," 1,197",
33139,Condo/townhome/row home/co-op,154900,0,1,-80.133669,,763 Pennsylvania Ave Unit 325,25.778174, 270,
33139,Condo/townhome/row home/co-op,259000,1,1,-80.133669,,763 Pennsylvania Ave Unit 332,25.778174, 577,
33139,Condo/townhome/row home/co-op,149000,0,1,-80.133669,,763 Pennsylvania Ave Unit 342,25.778174, 276,
33178,Single family,2700,4,2,-80.383909,,7651 NW 114th Path,25.84306," 1,894",1
33178,Condo/townhome/row home/co-op,355000,4,2,-80.383909,,7651 NW 114th Path,25.84306," 1,894",1
33183,Single family home,399500,3,2,-80.408275,"7,598",7651 SW 133rd Ave,25.697098," 1,612",
33147,Single family,140000,2,1,-80.227213,"5,850",7654 NW 17th Pl,25.84454," 1,138",
33173,Condo/townhome/row home/co-op,289000,3,2,-80.364122,,7655 SW 106th Ave,25.696753," 1,788",1
33158,Single family home,589000,4,2,-80.317412,0.37,7655 SW 138th St,25.642597," 2,091",
33173,Condo/townhome/row home/co-op,309900,3,2,-80.357583,,7657 SW 102nd Pl,25.69675," 1,320",1
33149,Condo,6960,3,3,-80.16028,,765 Crandon Blvd Apt 210,25.686828," 2,602",
33149,Condo/townhome/row home/co-op,1795000,3,3,-80.16028,,765 Crandon Blvd Apt 210,25.686828," 2,602",
33149,Condo/townhome/row home/co-op,2150000,3,3,-80.16028,,765 Crandon Blvd Apt 410,25.686828," 2,602",
33149,Condo/townhome/row home/co-op,3700000,4,4,-80.16028,,765 Crandon Blvd Ph 2,25.686828," 3,520",1
33178,Condo/townhome/row home/co-op,329000,1,1,-80.370184,,7661 NW 107th Ave Apt 306,25.843278,,1
33178,Condo/townhome/row home/co-op,625000,3,3,-80.370184,,7661 NW 107 Ave Unit 514,25.843278,,1
33178,Condo/townhome/row home/co-op,560000,3,3,-80.370184,,7661 NW 107 Ave Unit 801-1,25.843278," 1,514",
33178,Condo,3300,3,3,-80.370184,,7661 NW 107th Ave Apt 808,25.843278,,1
33178,Condo/townhome/row home/co-op,660000,3,3,-80.370184,,7661 NW 107th Ave Apt 808,25.843278,,1
33178,Condo/townhome/row home/co-op,355000,3,2,-80.385617,,7662 W 116 Ave,25.843101," 1,691",1
33157,Single family home,575000,5,3,-80.316004,0.34,7680 SW 170th St,25.612744," 2,713",
33173,Condo/townhome/row home/co-op,309900,3,2,-80.360147,,7685 SW 103rd Pl,25.696748," 1,680",1
33143,Single family home,1100000,3,3,-80.264618,0.23,7695 Almansa St,25.69997," 2,448",
33138,Single family home,698000,4,3,-80.180362,"8,850",769 NE 73rd St,25.842845," 1,831",
33162,Single family home,219900,3,2,-80.198984,"6,480",76 NE 170th St,25.930497," 1,338",
33138,Single family home,900000,6,4,-80.187091,"8,895",7700 NE 5th Ave,25.84591," 2,626",
33141,Single family home,5225000,4,4,-80.120773,"6,250",7701 Collins Ave,25.862419," 4,705",1
33157,Single family home,869000,5,4,-80.316381,0.41,7701 SW 177th St,25.606811," 4,660",1
33173,Single family,3250,3,2,-80.343832,,7701 SW 93rd Ave,25.697033," 1,974",
