longi,lati,description,zip,address
-80.184761,25.769121,,33131,888 Brickell Key Dr Apt 2307
-80.125102,25.932719,,33160,
-80.228759,25.810868,,33142,3731 NW 20th Ave
-80.125102,25.932719,,33160,
-80.174014,25.885074,,33161,1244 NE 119th St
-80.228759,25.810868,,33142,3731 NW 20th Ave
-80.228766,25.811007,,33142,3737 NW 20th Ave
-80.175523,25.944524,,33179,1200 NE Miami Gardens Dr Apt 706
-80.191979,25.76958,,33131,31 SE 5th St Apt 1104
-80.472389,25.68035,,33196,9183 SW 171st Ct
-80.175523,25.944524,,33179,1200 NE Miami Gardens Dr Apt 706
-80.228766,25.811007,,33142,3737 NW 20th Ave
-80.191979,25.76958,,33131,31 SE 5th St Apt 1104
-80.196702,25.969317,,33179,240 NE 211th St
-80.205463,25.900203,,33168,405 Opa Locka Blvd
-80.194185,25.755955,,33129,1627 Brickell Ave Apt 407
-80.196702,25.969317,,33179,240 NE 211th St
-80.194185,25.755955,,33129,1627 Brickell Ave Apt 407
-80.205463,25.900203,,33168,405 Opa Locka Blvd
-80.262467,25.765749,,33134,4050 SW 6th St
-80.361468,25.815524,,33178,10231 NW 46th St
-80.174014,25.885074,,33161,1244 NE 119th St
-80.262467,25.765749,,33134,4050 SW 6th St
-80.163161,25.967739,,33179,1930 NE 208th Ter
-80.361468,25.815524,,33178,10231 NW 46th St
-80.163161,25.967739,,33179,1930 NE 208th Ter
-80.395189,25.685127,,33186,8827 SW 123rd Ct Apt 105
-80.157997,25.693091,,33149,430 Grand Bay Dr Apt 1205
-80.410364,25.712735,,33183,5917 SW 133rd Pl
-80.395189,25.685127,,33186,8827 SW 123rd Ct Apt 105
-80.410364,25.712735,,33183,5917 SW 133rd Pl
-80.157997,25.693091,,33149,430 Grand Bay Dr Apt 1205
-80.243973,25.732236,,33133,3180 Matilda St
-80.195199,25.770305,,33130,90 SW 3rd St Apt 2008
-80.324813,25.612975,,33157,16920 SW 82nd Ave
-80.243973,25.732236,,33133,3180 Matilda St
-80.324813,25.612975,,33157,16920 SW 82nd Ave
-80.39106,25.752679,,33175,1671 SW 122nd Ct Unit E102
-80.325953,25.653499,,33156,12591 SW 82nd Ave
-80.39106,25.752679,,33175,1671 SW 122nd Ct Unit E102
-80.188602,25.769079,,33131,465 Brickell Ave Apt 3904
-80.325953,25.653499,,33156,12591 SW 82nd Ave
-80.340853,25.771799,,33172,8810 Fontainebleau Blvd Apt 409
-80.280288,25.77892,,33126,5201 NW 7th St Apt 116W
-80.373515,25.853906,,33178,10855 NW 88th Ter Unit 106
-80.280288,25.77892,,33126,5201 NW 7th St Apt 116W
-80.340853,25.771799,,33172,8810 Fontainebleau Blvd Apt 409
-80.376473,25.698362,,33173,11315 SW 74th Ln
-80.195199,25.770305,,33130,90 SW 3rd St Apt 2008
-80.310169,25.723718,,33155,4957 SW 71st Pl
-80.4177,25.677143,,33186,9816 SW 138th 2R Ave Unit Ba
-80.125049,25.97306,,33180,21200 Point Pl Unit 505
-80.310169,25.723718,,33155,4957 SW 71st Pl
-80.310169,25.723718,,33155,4957 SW 71st Pl
-80.4177,25.677143,,33186,9816 SW 138th 2R Ave Unit Ba
-80.132519,25.8903,,33154,1150 100th St Apt 2
-80.125045,25.923538,,33160,220 Kings Point Dr Apt 407
-80.12131,25.83603,,33140,5600 Collins Ave Apt 5B
-80.132519,25.8903,,33154,1150 100th St Apt 2
-80.12131,25.83603,,33140,5600 Collins Ave Apt 5B
-80.238931,25.891234,,33167,12800 W Golf Dr
-80.193553,25.762095,,33130,1250 S Miami Ave Apt 2402
-80.192792,25.954028,,33179,444 NE 194th Ter
-80.238931,25.891234,,33167,12800 W Golf Dr
-80.192792,25.954028,,33179,444 NE 194th Ter
-80.193553,25.762095,,33130,1250 S Miami Ave Apt 2402
-80.12287,25.843261,,33141,6103 Aqua Ave Apt 501
-80.12287,25.843261,,33141,6103 Aqua Ave Apt 501
-80.12287,25.843261,,33141,6103 Aqua Ave Apt 501
-80.126233,25.853287,,33141,
-80.12287,25.843261,,33141,6103 Aqua Ave Apt 501
-80.126233,25.853287,,33141,
-80.128898,25.803152,,33140,2575 Pine Tree Dr
-80.379259,25.815106,,33178,11277 NW 44th Ter
-80.128898,25.803152,,33140,2575 Pine Tree Dr
-80.145774,25.942851,,33160,18071 Biscayne Blvd Unit 1401-3
-80.122838,25.890224,,33154,9801 Collins Ave Apt 20H
-80.379259,25.815106,,33178,11277 NW 44th Ter
-80.145774,25.942851,,33160,18071 Biscayne Blvd Unit 1401-3
-80.325136,25.604315,,33157,8245 SW 179th Ter
-80.131059,25.798102,,33139,2155 Washington Ct Apt 301
-80.128918,25.966734,,33180,3625 N Country Club Dr Apt 108
-80.131059,25.798102,,33139,2155 Washington Ct Apt 301
-80.325136,25.604315,,33157,8245 SW 179th Ter
-80.131059,25.798102,,33139,2155 Washington Ct Apt 301
-80.131059,25.798102,,33139,2155 Washington Ct Apt 301
-80.442949,25.597073,,33187,18228 SW 154th Ct
-80.165987,25.87887,,33181,11111 Biscayne Blvd Unit 5D
-80.174682,25.956997,,33179,
-80.361305,25.627305,,33157,15260 SW 102nd Rd
-80.174682,25.956997,,33179,
-80.165987,25.87887,,33181,11111 Biscayne Blvd Unit 5D
-80.135922,25.780806,,33139,1007 Meridian Ave Apt 10
-80.122838,25.890224,,33154,9801 Collins Ave Apt 20H
-80.168509,25.689575,,33149,642 Hampton Ln
-80.135922,25.780806,,33139,1007 Meridian Ave Apt 10
-80.168509,25.689575,,33149,642 Hampton Ln
-80.128918,25.966734,,33180,3625 N Country Club Dr Apt 108
-80.175819,25.852842,,33138,1034 NE 84th St
-80.192269,25.80778,,33137,3301 NE 1st Ave Apt H1503
-80.175819,25.852842,,33138,1034 NE 84th St
-80.186445,25.768564,,33131,801 Brickell Key Blvd Apt 2705
-80.125221,25.964937,,33180,20201 E Country Club Dr Apt 602
-80.186445,25.768564,,33131,801 Brickell Key Blvd Apt 2705
-80.192269,25.80778,,33137,3301 NE 1st Ave Apt H1503
-80.271836,25.699112,,33143,7831 SW 48th Pl
-80.188602,25.769079,,33131,465 Brickell Ave Apt 3904
-80.271836,25.699112,,33143,7831 SW 48th Pl
-80.187149,25.792482,,33132,1750 N Bayshore Dr Apt 1116
-80.175523,25.944524,,33179,1200 NE Miami Gardens Dr Apt 706
-80.187149,25.792482,,33132,1750 N Bayshore Dr Apt 1116
-80.361468,25.815524,,33178,10231 NW 46th St
-80.135391,25.950938,,33180,3330 NE 190th St Unit TH12
-80.127065,25.966589,,33180,3701 N Country Club Dr Apt 1802
-80.128918,25.966734,,33180,3625 N Country Club Dr Apt 108
-80.135391,25.950938,,33180,3330 NE 190th St Unit TH12
-80.128918,25.966734,,33180,3625 N Country Club Dr Apt 108
-80.127065,25.966589,,33180,3701 N Country Club Dr Apt 1802
-80.120985,25.935466,,33160,17201 Collins Ave Apt 1506
-80.125221,25.964937,,33180,20201 E Country Club Dr Apt 602
-80.281502,25.776285,,33126,5271 NW 4th Ter
-80.120985,25.935466,,33160,17201 Collins Ave Apt 1506
-80.281502,25.776285,,33126,5271 NW 4th Ter
-80.153617,25.891771,,33181,2135 Alamanda Dr
-80.314751,25.654372,,33156,7420 SW 125th St
-80.454078,25.704722,,33193,16125 SW 65th Ln
-80.27038,25.705856,,33146,6905 Talavera St
-80.130142,25.970136,,33180,3558 Magellan Cir Apt 132
-80.429107,25.745106,,33175,14432 SW 23rd Ter
-80.186445,25.768564,,33131,801 Brickell Key Blvd Apt 2408
-80.413458,25.763126,,33184,421 SW 135th Ave
-80.290989,25.637681,,33158,13621 Deering Bay Dr Apt 203
-80.130142,25.970136,,33180,3558 Magellan Cir Apt 132
-80.429107,25.745106,,33175,14432 SW 23rd Ter
-80.186445,25.768564,,33131,801 Brickell Key Blvd Apt 2408
-80.413458,25.763126,,33184,421 SW 135th Ave
-80.174622,25.865638,,33138,1178 NE 98th St
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.428345,25.622005,,33177,14502 SW 156th St
-80.129336,25.85806,,33141,37 N Shore Dr Unit 24B
-80.428345,25.622005,,33177,14502 SW 156th St
-80.192075,25.965826,,33179,20681 NE 4th Pl Apt 103
-80.390693,25.577354,,33177,12230 SW 203rd St
-80.192075,25.965826,,33179,20681 NE 4th Pl Apt 103
-80.129336,25.85806,,33141,37 N Shore Dr Unit 24B
-80.124169,25.942594,,33160,250 180th Dr Apt 502
-80.123074,25.959205,,33160,170 S Is
-80.292269,25.678575,,33156,9940 SW 60th Ct
-80.142362,25.776854,,33139,650 West Ave Apt 2610
-80.129336,25.85806,,33141,37 N Shore Dr Unit 24B
-80.142362,25.776854,,33139,650 West Ave Apt 2610
-80.314751,25.654372,,33156,7420 SW 125th St
-80.126271,25.972977,,33180,21205 Yacht Club Dr Unit 1808
-80.292269,25.678575,,33156,9940 SW 60th Ct
-80.126271,25.972977,,33180,21205 Yacht Club Dr Unit 1808
-80.190065,25.782481,,33132,888 Biscayne Blvd Apt 4307
-80.190065,25.782481,,33132,888 Biscayne Blvd Apt 4307
-80.190065,25.782481,,33132,888 Biscayne Blvd Apt 4307
-80.123074,25.959205,,33160,170 S Is
-80.186445,25.768564,,33131,801 Brickell Key Blvd Apt 2408
-80.413458,25.763126,,33184,421 SW 135th Ave
-80.153617,25.891771,,33181,2135 Alamanda Dr
-80.314751,25.654372,,33156,7420 SW 125th St
-80.123074,25.959205,,33160,170 S Is
-80.292269,25.678575,,33156,9940 SW 60th Ct
-80.130142,25.970136,,33180,3558 Magellan Cir Apt 132
-80.429107,25.745106,,33175,14432 SW 23rd Ter
-80.174622,25.865638,,33138,1178 NE 98th St
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.27038,25.705856,,33146,6905 Talavera St
-80.153617,25.891771,,33181,2135 Alamanda Dr
-80.290989,25.637681,,33158,13621 Deering Bay Dr Apt 203
-80.454078,25.704722,,33193,16125 SW 65th Ln
-80.207684,25.961505,,33169,20261 NW 3rd Ave
-80.218837,25.877349,,33167,1208 NW 112th Ter
-80.190065,25.782481,,33132,888 Biscayne Blvd Apt 4307
-80.218837,25.877349,,33167,1208 NW 112th Ter
-80.135051,25.789359,,33139,1605 Euclid Ave Apt 2C
-80.207684,25.961505,,33169,20261 NW 3rd Ave
-80.135051,25.789359,,33139,1605 Euclid Ave Apt 2C
-80.187067,25.794624,,33132,1900 N Bayshore Dr Apt 2608
-80.257416,25.76577,,33134,707 Ponce De Leon Blvd
-80.187067,25.794624,,33132,1900 N Bayshore Dr Apt 2608
-80.187067,25.794624,,33132,1900 N Bayshore Dr Apt 2608
-80.174622,25.865638,,33138,1178 NE 98th St
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.187067,25.794624,,33132,1900 N Bayshore Dr Apt 2608
-80.328728,25.552691,,33190,9247 SW 227th St Unit 8-2
-80.214333,25.96386,,33169,
-80.328728,25.552691,,33190,9247 SW 227th St Unit 8-2
-80.172332,25.908822,,33161,1350 NE 145th St
-80.187067,25.794624,,33132,1900 N Bayshore Dr Apt 2608
-80.172332,25.908822,,33161,1350 NE 145th St
-80.153617,25.891771,,33181,2135 Alamanda Dr
-80.123074,25.959205,,33160,170 S Is
-80.454078,25.704722,,33193,16125 SW 65th Ln
-80.27038,25.705856,,33146,6905 Talavera St
-80.374334,25.815157,,33178,4502 NW 109th Ct
-80.292269,25.678575,,33156,9940 SW 60th Ct
-80.374334,25.815157,,33178,4502 NW 109th Ct
-80.290989,25.637681,,33158,13621 Deering Bay Dr Apt 203
-80.174622,25.865638,,33138,1178 NE 98th St
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.174622,25.865638,,33138,1178 NE 98th St
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.214333,25.96386,,33169,
-80.157862,25.696643,,33149,201 Crandon Blvd Apt 804
-80.157862,25.696643,,33149,201 Crandon Blvd Apt 804
-80.314614,25.687935,,33156,7350 SW 89th St Apt 721S
-80.329898,25.63445,,33158,8400 SW 146th St
-80.314614,25.687935,,33156,7350 SW 89th St Apt 721S
-80.157862,25.696643,,33149,201 Crandon Blvd Apt 804
-80.136537,25.779588,,33139,900 Meridian Ave Apt 202
-80.390693,25.577354,,33177,12230 SW 203rd St
-80.188798,25.77699,,33132,244 Biscayne Blvd Apt 4707
-80.136537,25.779588,,33139,900 Meridian Ave Apt 202
-80.188798,25.77699,,33132,244 Biscayne Blvd Apt 4707
-80.207684,25.961505,,33169,20261 NW 3rd Ave
-80.426682,25.735115,,33175,
-80.402207,25.731162,,33175,3996 SW 128th Ave
-80.214333,25.96386,,33169,
-80.426682,25.735115,,33175,
-80.402207,25.731162,,33175,3996 SW 128th Ave
-80.150285,25.935368,,33160,17301 Biscayne Blvd Apt 306
-80.329898,25.63445,,33158,8400 SW 146th St
-80.142524,25.852557,,33141,2130 Verdun Dr
-80.150285,25.935368,,33160,17301 Biscayne Blvd Apt 306
-80.142524,25.852557,,33141,2130 Verdun Dr
-80.134947,25.94947,,33180,3300 NE 188th St Apt 412
-80.122771,25.936925,,33160,210 174th St Apt 2310
-80.308309,25.697771,,33143,7800 SW 71st Ave
-80.134947,25.94947,,33180,3300 NE 188th St Apt 412
-80.308309,25.697771,,33143,7800 SW 71st Ave
-80.122771,25.936925,,33160,210 174th St Apt 2310
-80.145037,25.854033,,33141,1040 S Shore Dr
-80.136968,25.777714,,33139,737 Jefferson Ave Apt 201
-80.33681,25.555066,,33190,8932 SW 228th Ln
-80.145037,25.854033,,33141,1040 S Shore Dr
-80.33681,25.555066,,33190,8932 SW 228th Ln
-80.44802,25.682007,,33196,15750 SW 90th Ter
-80.184141,25.950834,,33179,845 NE 191st St
-80.44802,25.682007,,33196,15750 SW 90th Ter
-80.158928,25.688277,,33149,781 Crandon Blvd Apt 1201
-80.184761,25.769121,,33131,888 Brickell Key Dr Apt 2307
-80.158928,25.688277,,33149,781 Crandon Blvd Apt 1201
-80.184141,25.950834,,33179,845 NE 191st St
-80.444993,25.669065,,33196,10410 SW 153rd Ct Apt 3
-80.262467,25.765749,,33134,4050 SW 6th St
-80.444993,25.669065,,33196,10410 SW 153rd Ct Apt 3
-80.200246,25.751354,,33129,2333 Brickell Ave Apt 1406
-80.184141,25.950834,,33179,845 NE 191st St
-80.200246,25.751354,,33129,2333 Brickell Ave Apt 1406
-80.136968,25.777714,,33139,737 Jefferson Ave Apt 201
-80.188602,25.769079,,33131,475 Brickell Ave Apt 4915
-80.210622,25.845006,,33150,775 NW 77th St
-80.188602,25.769079,,33131,475 Brickell Ave Apt 4915
-80.123024,25.858953,,33141,7325 Byron Ave Apt 1
-80.416635,25.608824,,33177,17078 SW 138th Ct
-80.123024,25.858953,,33141,7325 Byron Ave Apt 1
-80.210622,25.845006,,33150,775 NW 77th St
-80.372341,25.817233,,33178,4839 NW 108th Pl
-80.372341,25.817233,,33178,4839 NW 108th Pl
-80.193417,25.807088,,33137,3250 NE 1st Ave Apt 311
-80.372341,25.817233,,33178,4839 NW 108th Pl
-80.288262,25.654846,,33156,5900 Rolling Road Dr
-80.210622,25.845006,,33150,775 NW 77th St
-80.288262,25.654846,,33156,5900 Rolling Road Dr
-80.184521,25.955926,,33179,671 NE 195th St Apt 126
-80.194155,25.770553,,33130,350 S Miami Ave Apt 2605
-80.453759,25.665085,,33196,10955 SW 159th Ct
-80.184521,25.955926,,33179,671 NE 195th St Apt 126
-80.453759,25.665085,,33196,10955 SW 159th Ct
-80.194155,25.770553,,33130,350 S Miami Ave Apt 2605
-80.186173,25.791533,,33132,1717 N Bayshore Dr Unit A2345
-80.416635,25.608824,,33177,17078 SW 138th Ct
-80.124489,25.954857,,33160,19390 Collins Ave Apt 1204
-80.186173,25.791533,,33132,1717 N Bayshore Dr Unit A2345
-80.124489,25.954857,,33160,19390 Collins Ave Apt 1204
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.290989,25.637681,,33158,13621 Deering Bay Dr Apt 203
-80.174622,25.865638,,33138,1178 NE 98th St
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.153617,25.891771,,33181,2135 Alamanda Dr
-80.314751,25.654372,,33156,7420 SW 125th St
-80.454078,25.704722,,33193,16125 SW 65th Ln
-80.27038,25.705856,,33146,6905 Talavera St
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.153617,25.891771,,33181,2135 Alamanda Dr
-80.454078,25.704722,,33193,16125 SW 65th Ln
-80.314751,25.654372,,33156,7420 SW 125th St
-80.27038,25.705856,,33146,6905 Talavera St
-80.130142,25.970136,,33180,3558 Magellan Cir Apt 132
-80.429107,25.745106,,33175,14432 SW 23rd Ter
-80.186445,25.768564,,33131,801 Brickell Key Blvd Apt 2408
-80.413458,25.763126,,33184,421 SW 135th Ave
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.174622,25.865638,,33138,1178 NE 98th St
-80.124169,25.942594,,33160,250 180th Dr Apt 502
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.454078,25.704722,,33193,16125 SW 65th Ln
-80.27038,25.705856,,33146,6905 Talavera St
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.290989,25.637681,,33158,13621 Deering Bay Dr Apt 203
-80.130142,25.970136,,33180,3558 Magellan Cir Apt 132
-80.429107,25.745106,,33175,14432 SW 23rd Ter
-80.186445,25.768564,,33131,801 Brickell Key Blvd Apt 2408
-80.413458,25.763126,,33184,421 SW 135th Ave
-80.123074,25.959205,,33160,170 S Is
-80.292269,25.678575,,33156,9940 SW 60th Ct
-80.290989,25.637681,,33158,13621 Deering Bay Dr Apt 203
-80.178701,25.843674,,33138,861 NE 74th St
-80.245343,25.838263,,33147,7099 NW 30th Ave
-80.178701,25.843674,,33138,861 NE 74th St
-80.375314,25.762731,,33174,11031 SW 7th St
-80.245343,25.838263,,33147,7099 NW 30th Ave
-80.417269,25.658813,,33186,11704 SW 137th Path
-80.142919,25.783256,,33139,1228 West Ave Apt 606
-80.151872,25.914451,,33181,15051 Royal Oaks Ln Apt 1605
-80.277301,25.779785,,33126,
-80.142919,25.783256,,33139,1228 West Ave Apt 606
-80.417269,25.658813,,33186,11704 SW 137th Path
-80.277301,25.779785,,33126,
-80.151872,25.914451,,33181,15051 Royal Oaks Ln Apt 1605
-80.303471,25.819573,,33166,168 Hough Dr
-80.188131,25.772195,,33131,200 S Biscayne Blvd Unit 3311
-80.303471,25.819573,,33166,168 Hough Dr
-80.174622,25.865638,,33138,1178 NE 98th St
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.188131,25.772195,,33131,200 S Biscayne Blvd Unit 3311
-80.196041,25.854397,,33138,8671 NE Miami Ct
-80.375314,25.762731,,33174,11031 SW 7th St
-80.196041,25.854397,,33138,8671 NE Miami Ct
-80.187236,25.803428,,33137,460 NE 28th St Unit 49XX
-80.188131,25.772195,,33131,200 S Biscayne Blvd Unit 3311
-80.187236,25.803428,,33137,460 NE 28th St Unit 49XX
-80.404039,25.632794,,33186,13224 SW 144th Ter
-80.454078,25.704722,,33193,16125 SW 65th Ln
-80.27038,25.705856,,33146,6905 Talavera St
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.290989,25.637681,,33158,13621 Deering Bay Dr Apt 203
-80.186445,25.768564,,33131,801 Brickell Key Blvd Apt 2408
-80.413458,25.763126,,33184,421 SW 135th Ave
-80.153617,25.891771,,33181,2135 Alamanda Dr
-80.314751,25.654372,,33156,7420 SW 125th St
-80.174622,25.865638,,33138,1178 NE 98th St
-80.454078,25.704722,,33193,16125 SW 65th Ln
-80.27038,25.705856,,33146,6905 Talavera St
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.290989,25.637681,,33158,13621 Deering Bay Dr Apt 203
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.153617,25.891771,,33181,2135 Alamanda Dr
-80.314751,25.654372,,33156,7420 SW 125th St
-80.139978,25.947716,,33180,3001 NE 185th St Apt 116
-80.129821,25.937305,,33160,301 174th St Apt 303
-80.23788,25.729648,,33133,3400 SW 27th Ave Apt 1203
-80.139978,25.947716,,33180,3001 NE 185th St Apt 116
-80.23788,25.729648,,33133,3400 SW 27th Ave Apt 1203
-80.129821,25.937305,,33160,301 174th St Apt 303
-80.123074,25.959205,,33160,170 S Is
-80.19359,25.860287,,33138,9230 NE 2nd Ave
-80.130142,25.970136,,33180,3558 Magellan Cir Apt 132
-80.429107,25.745106,,33175,14432 SW 23rd Ter
-80.235086,25.732395,,33133,2627 S Bayshore Dr Apt 2202
-80.19359,25.860287,,33138,9230 NE 2nd Ave
-80.235086,25.732395,,33133,2627 S Bayshore Dr Apt 2202
-80.174622,25.865638,,33138,1178 NE 98th St
-80.313568,25.681202,,33156,7330 SW 96th St
-80.190084,25.783413,,33132,900 Biscayne Blvd Apt 3808
-80.190084,25.783413,,33132,900 Biscayne Blvd Apt 3808
-80.18298,25.919559,,33162,840 NE 157th Ter
-80.313568,25.681202,,33156,7330 SW 96th St
-80.18298,25.919559,,33162,840 NE 157th Ter
-80.190084,25.783413,,33132,900 Biscayne Blvd Apt 3808
-80.426162,25.600849,,33177,17825 SW 144th Ct
-80.426162,25.600849,,33177,17825 SW 144th Ct
-80.28454,25.690814,,33143,5645 SW 87th St
-80.190084,25.783413,,33132,900 Biscayne Blvd Apt 3808
-80.28454,25.690814,,33143,5645 SW 87th St
-80.134472,25.940583,,33160,3000 Island Blvd Unit TH3
-80.121162,25.93352,,33160,17001 Collins Ave Apt 1703
-80.134472,25.940583,,33160,3000 Island Blvd Unit TH3
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.352793,25.820701,,33178,5344 NW 94 Doral Pl
-80.121162,25.93352,,33160,17001 Collins Ave Apt 1703
-80.14782,25.845073,,33141,1801 S Treasure Dr Apt 119
-80.193553,25.762095,,33130,1250 S Miami Ave Apt 2705
-80.121162,25.93352,,33160,17001 Collins Ave Apt 1703
-80.14782,25.845073,,33141,1801 S Treasure Dr Apt 119
-80.121162,25.93352,,33160,17001 Collins Ave Apt 1703
-80.412861,25.665631,,33186,10924 SW 135th Court Cir
-80.409719,25.656706,,33186,11951 SW 133rd Ct
-80.412861,25.665631,,33186,10924 SW 135th Court Cir
-80.140732,25.965119,,33180,20441 NE 30th Ave Unit 412-9
-80.13865,25.775333,,33139,544 Michigan Ave Apt 1
-80.409719,25.656706,,33186,11951 SW 133rd Ct
-80.137032,25.795092,,33139,1900 Meridian Ave Apt 301
-80.135727,25.944362,,33160,7000 Island Blvd Apt 407
-80.119793,25.853233,,33141,6801 Collins Ave Unit 1213
-80.135727,25.944362,,33160,7000 Island Blvd Apt 407
-80.137032,25.795092,,33139,1900 Meridian Ave Apt 301
-80.119793,25.853233,,33141,6801 Collins Ave Unit 1213
-80.169686,25.872844,,33138,2000 Towerside Ter Apt 704
-80.223836,25.786713,,33125,1700 NW North River Dr
-80.169686,25.872844,,33138,2000 Towerside Ter Apt 704
-80.120985,25.935466,,33160,17201 Collins Ave Apt 1609
-80.13259,25.964191,,33180,20225 NE 34th Ct Apt 812
-80.120985,25.935466,,33160,17201 Collins Ave Apt 1609
-80.223836,25.786713,,33125,1700 NW North River Dr
-80.281223,25.741968,,33134,1228 Anastasia Ave Unit 104
-80.13865,25.775333,,33139,544 Michigan Ave Apt 1
-80.281223,25.741968,,33134,1228 Anastasia Ave Unit 104
-80.291288,25.706495,,33143,6001 SW 70th St Apt 649
-80.223836,25.786713,,33125,1700 NW North River Dr
-80.291288,25.706495,,33143,6001 SW 70th St Apt 649
-80.145633,25.84508,,33141,7501 E Treasure Dr Apt 3D
-80.362018,25.719745,,33165,10330 SW 51st St
-80.347603,25.565552,,33190,9771 SW 217th St
-80.362018,25.719745,,33165,10330 SW 51st St
-80.302199,25.722897,,33155,5101 SW 67th Ave
-80.203893,25.877978,,33168,300 NW 112th Ter
-80.302199,25.722897,,33155,5101 SW 67th Ave
-80.347603,25.565552,,33190,9771 SW 217th St
-80.363704,25.58318,,33157,19800 SW 103rd Ct Apt 103
-80.433169,25.723545,,33185,4333 SW 148 Ave Ct
-80.363704,25.58318,,33157,19800 SW 103rd Ct Apt 103
-80.124543,25.929417,,33160,250 Sunny Isles Blvd Unit 3-1703
-80.433169,25.723545,,33185,4333 SW 148 Ave Ct
-80.12062,25.93922,,33160,17555 Collins Ave Apt 1101
-80.136034,25.824329,,33140,4730 N Bay Rd
-80.278949,25.762272,,33134,905 Columbus Blvd
-80.145633,25.84508,,33141,7501 E Treasure Dr Apt 3D
-80.145633,25.84508,,33141,7501 E Treasure Dr Apt 3D
-80.145633,25.84508,,33141,7501 E Treasure Dr Apt 3D
-80.278949,25.762272,,33134,905 Columbus Blvd
-80.195095,25.764913,,33130,999 SW 1st Ave Apt 1904
-80.203893,25.877978,,33168,300 NW 112th Ter
-80.131612,25.772871,,33139,345 Ocean Dr Apt 909
-80.195095,25.764913,,33130,999 SW 1st Ave Apt 1904
-80.131612,25.772871,,33139,345 Ocean Dr Apt 909
-80.216475,25.83464,,33150,6511 NW 12th Ave Apt 10
-80.121185,25.930781,,33160,16701 Collins Ave Unit 722
-80.238149,25.782187,,33125,1001 NW 26th Ave
-80.216475,25.83464,,33150,6511 NW 12th Ave Apt 10
-80.238149,25.782187,,33125,1001 NW 26th Ave
-80.121185,25.930781,,33160,16701 Collins Ave Unit 722
-80.44534,25.675022,,33196,15437 SW 98th Ter
-80.140006,25.965689,,33180,20400 W Country Club Dr Apt 315
-80.44534,25.675022,,33196,15437 SW 98th Ter
-80.357137,25.616223,,33157,16511 SW 102nd Ave
-80.37571,25.833819,,33178,11155 NW 67th St
-80.357137,25.616223,,33157,16511 SW 102nd Ave
-80.355567,25.779859,,33172,9779 NW 10th Ter
-80.438076,25.659857,,33196,15068 SW 115th St
-80.125378,25.884446,,33154,9456 Byron Ave
-80.355567,25.779859,,33172,9779 NW 10th Ter
-80.125378,25.884446,,33154,9456 Byron Ave
-80.33715,25.776197,,33172,702 NW 87th Ave Apt 108
-80.133872,25.892723,,33154,
-80.358786,25.627402,,33157,15264 SW 102nd Ct
-80.133872,25.892723,,33154,
-80.33715,25.776197,,33172,702 NW 87th Ave Apt 108
-80.358786,25.627402,,33157,15264 SW 102nd Ct
-80.140006,25.965689,,33180,20400 W Country Club Dr Apt 315
-80.380083,25.844074,,33178,11264 NW 78th St
-80.380083,25.844074,,33178,11264 NW 78th St
-80.380083,25.844074,,33178,11264 NW 78th St
-80.402142,25.780671,,33182,
-80.380083,25.844074,,33178,11264 NW 78th St
-80.402142,25.780671,,33182,
-80.212256,25.971444,,33169,630 NW 214th St Unit 1-104
-80.367569,25.685254,,33176,
-80.197006,25.768125,,33130,185 SW 7th St Apt 2409
-80.367569,25.685254,,33176,
-80.212256,25.971444,,33169,630 NW 214th St Unit 1-104
-80.197006,25.768125,,33130,185 SW 7th St Apt 2409
